iteration,alpha,beta,sigma,rho,Q,bestLength,bestCurrent,nBestPathAnts,nBestCurrentPathAnts
10,1.0,2.0,1.0,0.0,10.0,1243.0924542515777,1362.8324612835272,0,1
10,1.0,2.0,1.0,0.1,10.0,1287.0848313407528,1362.346287427326,0,1
10,1.0,2.0,1.0,0.2,10.0,1267.1846636415426,1287.7059526103683,0,1
10,1.0,2.0,1.0,0.30000000000000004,10.0,1190.525089119594,1316.1855232033738,0,1
10,1.0,2.0,1.0,0.4,10.0,1285.3937310386636,1292.473553586044,0,1
10,1.0,2.0,1.0,0.5,10.0,1242.3912038874598,1347.2191650448988,0,1
10,1.0,2.0,1.0,0.6000000000000001,10.0,1253.3722353960973,1333.2985074925784,0,1
10,1.0,2.0,1.0,0.7000000000000001,10.0,1204.4387544843548,1284.651753762195,0,1
10,1.0,2.0,1.0,0.8,10.0,1247.1816909688728,1367.7306595342297,0,1
10,1.0,2.0,1.0,0.9,10.0,1240.0194693792075,1263.4456133768213,0,1
10,1.0,2.0,1.0,0.0,20.0,1275.5171888646787,1334.937947931758,0,1
10,1.0,2.0,1.0,0.1,20.0,1185.519752812036,1313.6352532347253,0,1
10,1.0,2.0,1.0,0.2,20.0,1274.3403946649582,1308.7766622968222,0,1
10,1.0,2.0,1.0,0.30000000000000004,20.0,1229.698802461682,1299.3677852319797,0,1
10,1.0,2.0,1.0,0.4,20.0,1265.4142481583017,1304.3100435867823,0,1
10,1.0,2.0,1.0,0.5,20.0,1250.1581638311209,1343.5432051127937,0,1
10,1.0,2.0,1.0,0.6000000000000001,20.0,1314.6547217936634,1328.1387834632606,0,1
10,1.0,2.0,1.0,0.7000000000000001,20.0,1262.7614527112764,1281.685140498804,0,1
10,1.0,2.0,1.0,0.8,20.0,1228.5905287797266,1265.5345947681471,0,1
10,1.0,2.0,1.0,0.9,20.0,1206.142450415425,1271.1169683278383,0,1
10,1.0,2.0,1.0,0.0,30.0,1279.0733957843506,1317.816276337546,0,1
10,1.0,2.0,1.0,0.1,30.0,1282.596821733014,1367.0641361420514,0,1
10,1.0,2.0,1.0,0.2,30.0,1223.3721814975631,1309.7388112001197,0,1
10,1.0,2.0,1.0,0.30000000000000004,30.0,1263.3832563960511,1363.9779309923351,0,1
10,1.0,2.0,1.0,0.4,30.0,1268.7594888416006,1281.4378046247798,0,1
10,1.0,2.0,1.0,0.5,30.0,1226.5175922521416,1277.474180009634,0,1
10,1.0,2.0,1.0,0.6000000000000001,30.0,1228.4111735064537,1271.453020637925,0,1
10,1.0,2.0,1.0,0.7000000000000001,30.0,1244.0097469058117,1286.1678285634455,0,1
10,1.0,2.0,1.0,0.8,30.0,1207.9265505863348,1300.8869185318172,0,1
10,1.0,2.0,1.0,0.9,30.0,1176.2569969802514,1205.8874625982487,0,1
10,1.0,2.0,1.0,0.0,40.0,1275.80660954539,1291.055209880851,0,1
10,1.0,2.0,1.0,0.1,40.0,1269.1859538468696,1382.616776747211,0,1
10,1.0,2.0,1.0,0.2,40.0,1269.9471756343717,1334.476683335973,0,1
10,1.0,2.0,1.0,0.30000000000000004,40.0,1232.0466117741473,1333.0523919102163,0,1
10,1.0,2.0,1.0,0.4,40.0,1279.0350981741408,1304.3325419053997,0,1
10,1.0,2.0,1.0,0.5,40.0,1188.0414092777125,1203.6787114247118,0,1
10,1.0,2.0,1.0,0.6000000000000001,40.0,1241.6339896782622,1288.6404951315099,0,1
10,1.0,2.0,1.0,0.7000000000000001,40.0,1236.7043852837787,1299.440057127249,0,1
10,1.0,2.0,1.0,0.8,40.0,1149.9858662571369,1221.0682823947855,0,1
10,1.0,2.0,1.0,0.9,40.0,897.2112654961444,897.2112654961444,1,1
10,1.0,2.0,1.0,0.0,50.0,1284.57317878112,1314.0410541447825,0,1
10,1.0,2.0,1.0,0.1,50.0,1270.1555609975294,1323.4890327553417,0,1
10,1.0,2.0,1.0,0.2,50.0,1252.3639135494018,1301.7785185187718,0,1
10,1.0,2.0,1.0,0.30000000000000004,50.0,1263.7612602796578,1368.601083357102,0,1
10,1.0,2.0,1.0,0.4,50.0,1291.1439680938718,1316.383794333714,0,1
10,1.0,2.0,1.0,0.5,50.0,1244.547465812246,1301.7004929353232,0,1
10,1.0,2.0,1.0,0.6000000000000001,50.0,1210.70005319585,1292.4724235591618,0,1
10,1.0,2.0,1.0,0.7000000000000001,50.0,1192.5487535743857,1258.9933978437664,0,1
10,1.0,2.0,1.0,0.8,50.0,1145.591235495264,1175.650357387636,0,1
10,1.0,2.0,1.0,0.9,50.0,608.4111253102938,608.4111253102938,1,1
10,1.0,2.0,1.0,0.0,60.0,1243.636287285914,1270.8880662280521,0,1
10,1.0,2.0,1.0,0.1,60.0,1243.5193643083999,1340.3213231798702,0,1
10,1.0,2.0,1.0,0.2,60.0,1223.587004582088,1293.1576759809561,0,1
10,1.0,2.0,1.0,0.30000000000000004,60.0,1223.2014255135505,1337.7652517436052,0,1
10,1.0,2.0,1.0,0.4,60.0,1213.1891726635292,1324.6297958207278,0,1
10,1.0,2.0,1.0,0.5,60.0,1234.8685041615279,1271.1561822989931,0,1
10,1.0,2.0,1.0,0.6000000000000001,60.0,1199.66264981889,1240.849066444852,0,1
10,1.0,2.0,1.0,0.7000000000000001,60.0,1175.6083670491594,1254.657706104129,0,1
10,1.0,2.0,1.0,0.8,60.0,942.4453626375579,942.4453626375579,1,1
10,1.0,2.0,1.0,0.9,60.0,467.07715388212205,467.07715388212205,1,1
10,1.0,2.0,1.0,0.0,70.0,1249.2758114660403,1311.0210569907413,0,1
10,1.0,2.0,1.0,0.1,70.0,1229.684067792369,1298.4659625604802,0,1
10,1.0,2.0,1.0,0.2,70.0,1229.1811783331088,1342.4122683570824,0,1
10,1.0,2.0,1.0,0.30000000000000004,70.0,1262.3688336259972,1266.9982873834679,0,1
10,1.0,2.0,1.0,0.4,70.0,1211.8213391054082,1213.7329815080573,0,1
